"cve_id","library","version","severity","cvss_score","cvss_vector","inclusion_type","phases_detectable","description","notes"
"CVE-2025-29088","SQLite","3.39.1","MEDIUM","5.6","","amalgamation","1,2,3","SQLite OOB write. Affects 3.39.1","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2025-70873","SQLite","3.39.1","HIGH","7.5","","amalgamation","1,2,3","SQLite affects 3.39.1","NVD verified 2026-04-07; GT_GAP confirmed"
"CVE-2019-16910","mbedTLS","2.16.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N","precompiled","3","Arm Mbed TLS before 2.19.0 and Arm Mbed Crypto before 2.0.0, when deterministic ECDSA is enabled, use an RNG with insufficient entropy for blinding, which might allow an attacker to recover a private ","Canonical GT v2 (2026-04-07)"
"CVE-2019-18222","mbedTLS","2.16.0","MEDIUM","4.7","CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N","precompiled","3","The ECDSA signature implementation in ecdsa.c in Arm Mbed Crypto 2.1 and Mbed TLS through 2.19.1 does not reduce the blinded scalar before computing the inverse, which allows a local attacker to recov","Canonical GT v2 (2026-04-07)"
"CVE-2020-10932","mbedTLS","2.16.0","MEDIUM","4.7","CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N","precompiled","3","An issue was discovered in Arm Mbed TLS before 2.16.6 and 2.7.x before 2.7.15. An attacker that can get precise enough side-channel measurements can recover the long-term ECDSA private key by (1) reco","Canonical GT v2 (2026-04-07)"
"CVE-2020-10941","mbedTLS","2.16.0","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N","precompiled","3","Arm Mbed TLS before 2.16.5 allows attackers to obtain sensitive information (an RSA private key) by measuring cache usage during an import.","Canonical GT v2 (2026-04-07)"
"CVE-2020-16150","mbedTLS","2.16.0","MEDIUM","5.5","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","precompiled","3","A Lucky 13 timing side channel in mbedtls_ssl_decrypt_buf in library/ssl_msg.c in Trusted Firmware Mbed TLS through 2.23.0 allows an attacker to recover secret key information. This affects CBC mode b","Canonical GT v2 (2026-04-07)"
"CVE-2020-36421","mbedTLS","2.16.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","precompiled","3","An issue was discovered in Arm Mbed TLS before 2.23.0. Because of a side channel in modular exponentiation, an RSA private key used in a secure enclave could be disclosed.","Canonical GT v2 (2026-04-07)"
"CVE-2020-36422","mbedTLS","2.16.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","precompiled","3","An issue was discovered in Arm Mbed TLS before 2.23.0. A side channel allows recovery of an ECC private key, related to mbedtls_ecp_check_pub_priv, mbedtls_pk_parse_key, mbedtls_pk_parse_keyfile, mbed","Canonical GT v2 (2026-04-07)"
"CVE-2020-36423","mbedTLS","2.16.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","precompiled","3","An issue was discovered in Arm Mbed TLS before 2.23.0. A remote attacker can recover plaintext because a certain Lucky 13 countermeasure doesn't properly consider the case of a hardware accelerator.","Canonical GT v2 (2026-04-07)"
"CVE-2020-36424","mbedTLS","2.16.0","MEDIUM","4.7","CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N","precompiled","3","An issue was discovered in Arm Mbed TLS before 2.24.0. An attacker can recover a private key (for RSA or static Diffie-Hellman) via a side-channel attack against generation of base blinding/unblinding","Canonical GT v2 (2026-04-07)"
"CVE-2020-36425","mbedTLS","2.16.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N","precompiled","3","An issue was discovered in Arm Mbed TLS before 2.24.0. It incorrectly uses a revocationDate check when deciding whether to honor certificate revocation via a CRL. In some situations, an attacker can e","Canonical GT v2 (2026-04-07)"
"CVE-2020-36426","mbedTLS","2.16.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","precompiled","3","An issue was discovered in Arm Mbed TLS before 2.24.0. mbedtls_x509_crl_parse_der has a buffer over-read (of one byte).","Canonical GT v2 (2026-04-07)"
"CVE-2020-36475","mbedTLS","2.16.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","precompiled","3","An issue was discovered in Mbed TLS before 2.25.0 (and before 2.16.9 LTS and before 2.7.18 LTS). The calculations performed by mbedtls_mpi_exp_mod are not limited; thus, supplying overly large paramet","Canonical GT v2 (2026-04-07)"
"CVE-2020-36476","mbedTLS","2.16.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N","precompiled","3","An issue was discovered in Mbed TLS before 2.24.0 (and before 2.16.8 LTS and before 2.7.17 LTS). There is missing zeroization of plaintext buffers in mbedtls_ssl_read to erase unused application data ","Canonical GT v2 (2026-04-07)"
"CVE-2020-36477","mbedTLS","2.16.0","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N","precompiled","3","An issue was discovered in Mbed TLS before 2.24.0. The verification of X.509 certificates when matching the expected common name (the cn argument of mbedtls_x509_crt_verify) with the actual certificat","Canonical GT v2 (2026-04-07)"
"CVE-2020-36478","mbedTLS","2.16.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N","precompiled","3","An issue was discovered in Mbed TLS before 2.25.0 (and before 2.16.9 LTS and before 2.7.18 LTS). A NULL algorithm parameters entry looks identical to an array of REAL (size zero) and thus the certific","Canonical GT v2 (2026-04-07)"
"CVE-2021-24119","mbedTLS","2.16.0","MEDIUM","4.9","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N","precompiled","3","In Trusted Firmware Mbed TLS 2.24.0, a side-channel vulnerability in base64 PEM file decoding allows system-level (administrator) attackers to obtain information about secret RSA keys via a controlled","Canonical GT v2 (2026-04-07)"
"CVE-2021-36647","mbedTLS","2.16.0","MEDIUM","4.7","CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N","precompiled","3","Use of a Broken or Risky Cryptographic Algorithm in the function mbedtls_mpi_exp_mod() in lignum.c in Mbed TLS Mbed TLS all versions before 3.0.0, 2.27.0 or 2.16.11 allows attackers with access to pre","Canonical GT v2 (2026-04-07)"
"CVE-2021-43666","mbedTLS","2.16.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","precompiled","3","A Denial of Service vulnerability exists in mbed TLS 3.0.0 and earlier in the mbedtls_pkcs12_derivation function when an input password's length is 0.","Canonical GT v2 (2026-04-07)"
"CVE-2021-44732","mbedTLS","2.16.0","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","precompiled","3","Mbed TLS before 3.0.1 has a double free in certain out-of-memory conditions, as demonstrated by an mbedtls_ssl_set_session() failure.","Canonical GT v2 (2026-04-07)"
"CVE-2021-45451","mbedTLS","2.16.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","precompiled","3","In Mbed TLS before 3.1.0, psa_aead_generate_nonce allows policy bypass or oracle-based decryption when the output buffer is at memory locations accessible to an untrusted application.","Canonical GT v2 (2026-04-07)"
"CVE-2022-35409","mbedTLS","2.16.0","CRITICAL","9.1","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H","precompiled","3","An issue was discovered in Mbed TLS before 2.28.1 and 3.x before 3.2.0. In some configurations, an unauthenticated attacker can send an invalid ClientHello message to a DTLS server that causes a heap-","Canonical GT v2 (2026-04-07)"
"CVE-2022-46392","mbedTLS","2.16.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N","precompiled","3","An issue was discovered in Mbed TLS before 2.28.2 and 3.x before 3.3.0. An adversary with access to precise enough information about memory accesses (typically, an untrusted operating system attacking","Canonical GT v2 (2026-04-07)"
"CVE-2022-46393","mbedTLS","2.16.0","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","precompiled","3","An issue was discovered in Mbed TLS before 2.28.2 and 3.x before 3.3.0. There is a potential heap-based buffer overflow and heap-based buffer over-read in DTLS if MBEDTLS_SSL_DTLS_CONNECTION_ID is ena","Canonical GT v2 (2026-04-07)"
"CVE-2023-43615","mbedTLS","2.16.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","precompiled","3","Mbed TLS 2.x before 2.28.5 and 3.x before 3.5.0 has a Buffer Overflow.","Canonical GT v2 (2026-04-07)"
"CVE-2023-52353","mbedTLS","2.16.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N","precompiled","3","An issue was discovered in Mbed TLS through 3.5.1. In mbedtls_ssl_session_reset, the maximum negotiable TLS version is mishandled. For example, if the last connection negotiated TLS 1.2, then 1.2 beco","Canonical GT v2 (2026-04-07)"
"CVE-2024-23170","mbedTLS","2.16.0","MEDIUM","5.5","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","precompiled","3","An issue was discovered in Mbed TLS 2.x before 2.28.7 and 3.x before 3.5.2. There was a timing side channel in RSA private operations. This side channel could be sufficient for a local attacker to rec","Canonical GT v2 (2026-04-07)"
"CVE-2024-23775","mbedTLS","2.16.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","precompiled","3","Integer Overflow vulnerability in Mbed TLS 2.x before 2.28.7 and 3.x before 3.5.2, allows attackers to cause a denial of service (DoS) via mbedtls_x509_set_extension().","Canonical GT v2 (2026-04-07)"
"CVE-2024-28960","mbedTLS","2.16.0","HIGH","8.2","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N","precompiled","3","An issue was discovered in Mbed TLS 2.18.0 through 2.28.x before 2.28.8 and 3.x before 3.6.0, and Mbed Crypto. The PSA Crypto API mishandles shared memory.","Canonical GT v2 (2026-04-07)"
"CVE-2025-27809","mbedTLS","2.16.0","MEDIUM","5.4","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:N","precompiled","3","Mbed TLS before 2.28.10 and 3.x before 3.6.3, on the client side, accepts servers that have trusted certificates for arbitrary hostnames unless the TLS client application calls mbedtls_ssl_set_hostnam","Canonical GT v2 (2026-04-07)"
"CVE-2025-27810","mbedTLS","2.16.0","MEDIUM","5.4","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:N","precompiled","3","Mbed TLS before 2.28.10 and 3.x before 3.6.3, in some cases of failed memory allocation or hardware errors, uses uninitialized stack memory to compose the TLS Finished message, potentially leading to ","Canonical GT v2 (2026-04-07)"
"CVE-2025-47917","mbedTLS","2.16.0","HIGH","8.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:H/A:H","precompiled","3","Mbed TLS before 3.6.4 allows a use-after-free in certain situations of applications that are developed in accordance with the documentation. The function mbedtls_x509_string_to_names() takes a head ar","Canonical GT v2 (2026-04-07)"
"CVE-2025-48965","mbedTLS","2.16.0","MEDIUM","4.0","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:N/A:L","precompiled","3","Mbed TLS before 3.6.4 has a NULL pointer dereference because mbedtls_asn1_store_named_data can trigger conflicting data with val.p of NULL but val.len greater than zero.","Canonical GT v2 (2026-04-07)"
"CVE-2025-52496","mbedTLS","2.16.0","HIGH","7.8","CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N","precompiled","3","Mbed TLS before 3.6.4 has a race condition in AESNI detection if certain compiler optimizations occur. An attacker may be able to extract an AES key from a multithreaded program, or perform a GCM forg","Canonical GT v2 (2026-04-07)"
"CVE-2025-52497","mbedTLS","2.16.0","MEDIUM","4.8","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:L","precompiled","3","Mbed TLS before 3.6.4 has a PEM parsing one-byte heap-based buffer underflow, in mbedtls_pem_read_buffer and two mbedtls_pk_parse functions, via untrusted PEM input.","Canonical GT v2 (2026-04-07)"
"CVE-2026-34872","mbedTLS","2.16.0","CRITICAL","9.1","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N","precompiled","3","An issue was discovered in Mbed TLS 3.5.x and 3.6.x through 3.6.5 and TF-PSA-Crypto 1.0. There is a lack of contributory behavior in FFDH due to improper input validation. Using finite-field Diffie-He","Canonical GT v2 (2026-04-07)"
"CVE-2020-11713","wolfSSL","4.3.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","precompiled","3","wolfSSL 4.3.0 has mulmod code in wc_ecc_mulmod_ex in ecc.c that does not properly resist timing side-channel attacks.","Canonical GT v2 (2026-04-07)"
"CVE-2020-11735","wolfSSL","4.3.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","precompiled","3","The private-key operations in ecc.c in wolfSSL before 4.4.0 do not use a constant-time modular inverse when mapping to affine coordinates, aka a ""projective coordinates leak.""","Canonical GT v2 (2026-04-07)"
"CVE-2020-12457","wolfSSL","4.3.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","precompiled","3","An issue was discovered in wolfSSL before 4.5.0. It mishandles the change_cipher_spec (CCS) message processing logic for TLS 1.3. If an attacker sends ChangeCipherSpec messages in a crafted way involv","Canonical GT v2 (2026-04-07)"
"CVE-2020-15309","wolfSSL","4.3.0","HIGH","7.0","CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H","precompiled","3","An issue was discovered in wolfSSL before 4.5.0, when single precision is not employed. Local attackers can conduct a cache-timing attack against public key operations. These attackers may already hav","Canonical GT v2 (2026-04-07)"
"CVE-2020-24585","wolfSSL","4.3.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N","precompiled","3","An issue was discovered in the DTLS handshake implementation in wolfSSL before 4.5.0. Clear DTLS application_data messages in epoch 0 do not produce an out-of-order error. Instead, these messages are ","Canonical GT v2 (2026-04-07)"
"CVE-2020-24613","wolfSSL","4.3.0","MEDIUM","6.8","CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:N","precompiled","3","wolfSSL before 4.5.0 mishandles TLS 1.3 server data in the WAIT_CERT_CR state, within SanityCheckTls13MsgReceived() in tls13.c. This is an incorrect implementation of the TLS 1.3 client state machine.","Canonical GT v2 (2026-04-07)"
"CVE-2020-36177","wolfSSL","4.3.0","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","precompiled","3","RsaPad_PSS in wolfcrypt/src/rsa.c in wolfSSL before 4.6.0 has an out-of-bounds write for certain relationships between key size and digest size.","Canonical GT v2 (2026-04-07)"
"CVE-2021-24116","wolfSSL","4.3.0","MEDIUM","4.9","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N","precompiled","3","In wolfSSL through 4.6.0, a side-channel vulnerability in base64 PEM file decoding allows system-level (administrator) attackers to obtain information about secret RSA keys via a controlled-channel an","Canonical GT v2 (2026-04-07)"
"CVE-2021-3336","wolfSSL","4.3.0","HIGH","8.1","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H","precompiled","3","DoTls13CertificateVerify in tls13.c in wolfSSL before 4.7.0 does not cease processing for certain anomalous peer behavior (sending an ED22519, ED448, ECC, or RSA signature without the corresponding ce","Canonical GT v2 (2026-04-07)"
"CVE-2021-38597","wolfSSL","4.3.0","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N","precompiled","3","wolfSSL before 4.8.1 incorrectly skips OCSP verification in certain situations of irrelevant response data that contains the NoCheck extension.","Canonical GT v2 (2026-04-07)"
"CVE-2021-44718","wolfSSL","4.3.0","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H","precompiled","3","wolfSSL through 5.0.0 allows an attacker to cause a denial of service and infinite loop in the client component by sending crafted traffic from a Machine-in-the-Middle (MITM) position. The root cause ","Canonical GT v2 (2026-04-07)"
"CVE-2022-25638","wolfSSL","4.3.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N","precompiled","3","In wolfSSL before 5.2.0, certificate validation may be bypassed during attempted authentication by a TLS 1.3 client to a TLS 1.3 server. This occurs when the sig_algo field differs between the certifi","Canonical GT v2 (2026-04-07)"
"CVE-2022-25640","wolfSSL","4.3.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N","precompiled","3","In wolfSSL before 5.2.0, a TLS 1.3 server cannot properly enforce a requirement for mutual authentication. A client can simply omit the certificate_verify message from the handshake, and never present","Canonical GT v2 (2026-04-07)"
"CVE-2022-34293","wolfSSL","4.3.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","precompiled","3","wolfSSL before 5.4.0 allows remote attackers to cause a denial of service via DTLS because a check for return-routability can be skipped.","Canonical GT v2 (2026-04-07)"
"CVE-2022-38152","wolfSSL","4.3.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","precompiled","3","An issue was discovered in wolfSSL before 5.5.0. When a TLS 1.3 client connects to a wolfSSL server and SSL_clear is called on its session, the server crashes with a segmentation fault. This occurs in","Canonical GT v2 (2026-04-07)"
"CVE-2022-39173","wolfSSL","4.3.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","precompiled","3","In wolfSSL before 5.5.1, malicious clients can cause a buffer overflow during a TLS 1.3 handshake. This occurs when an attacker supposedly resumes a previous TLS session. During the resumption Client ","Canonical GT v2 (2026-04-07)"
"CVE-2022-42905","wolfSSL","4.3.0","CRITICAL","9.1","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H","precompiled","3","In wolfSSL before 5.5.2, if callback functions are enabled (via the WOLFSSL_CALLBACKS flag), then a malicious TLS 1.3 client or network attacker can trigger a buffer over-read on the heap of 5 bytes. ","Canonical GT v2 (2026-04-07)"
"CVE-2022-42961","wolfSSL","4.3.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","precompiled","3","An issue was discovered in wolfSSL before 5.5.0. A fault injection attack on RAM via Rowhammer leads to ECDSA key disclosure. Users performing signing operations with private ECC keys, such as in serv","Canonical GT v2 (2026-04-07)"
"CVE-2023-3724","wolfSSL","4.3.0","CRITICAL","9.1","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H","precompiled","3","If a TLS 1.3 client gets neither a PSK (pre shared key) extension nor a KSE (key share extension) when connecting to a malicious server, a default predictable buffer gets used for the IKM (Input Keyin","Canonical GT v2 (2026-04-07)"
"CVE-2023-6935","wolfSSL","4.3.0","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N","precompiled","3","wolfSSL SP Math All RSA implementation is vulnerable to the Marvin Attack, new variation of a timing Bleichenbacher style attack, when built with the following options to configure:

--enable-all CFLA","Canonical GT v2 (2026-04-07)"
"CVE-2023-6936","wolfSSL","4.3.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","precompiled","3","In wolfSSL prior to 5.6.6, if callback functions are enabled (via the WOLFSSL_CALLBACKS flag), then a malicious TLS client or network attacker can trigger a buffer over-read on the heap of 5 bytes (WO","Canonical GT v2 (2026-04-07)"
"CVE-2023-6937","wolfSSL","4.3.0","MEDIUM","5.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","precompiled","3","wolfSSL prior to 5.6.6 did not check that messages in one (D)TLS record do not span key boundaries. As a result, it was possible to combine (D)TLS messages using different keys into one (D)TLS record.","Canonical GT v2 (2026-04-07)"
"CVE-2024-0901","wolfSSL","4.3.0","HIGH","7.5","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:L/A:H","precompiled","3","Remotely executed SEGV and out of bounds read allows malicious packet sender to crash or cause an out of bounds read via sending a malformed packet with the correct length.
","Canonical GT v2 (2026-04-07)"
"CVE-2024-1543","wolfSSL","4.3.0","MEDIUM","4.1","CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N","precompiled","3","The side-channel protected T-Table implementation in wolfSSL up to version 5.6.5 protects against a side-channel attacker with cache-line resolution. In a controlled environment such as Intel SGX, an ","Canonical GT v2 (2026-04-07)"
"CVE-2022-40674","expat","2.4.6","HIGH","8.1","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H","source","1,2,3","libexpat before 2.4.9 has a use-after-free in the doContent function in xmlparse.c.","Canonical GT v2 (2026-04-07)"
"CVE-2022-43680","expat","2.4.6","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","source","1,2,3","In libexpat through 2.4.9, there is a use-after free caused by overeager destruction of a shared DTD in XML_ExternalEntityParserCreate in out-of-memory situations.","Canonical GT v2 (2026-04-07)"
"CVE-2023-52425","expat","2.4.6","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","source","1,2,3","libexpat through 2.5.0 allows a denial of service (resource consumption) because many full reparsings are required in the case of a large token for which multiple buffer fills are needed.","Canonical GT v2 (2026-04-07)"
"CVE-2023-52426","expat","2.4.6","MEDIUM","5.5","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H","source","1,2,3","libexpat through 2.5.0 allows recursive XML Entity Expansion if XML_DTD is undefined at compile time.","Canonical GT v2 (2026-04-07)"
"CVE-2024-28757","expat","2.4.6","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","source","1,2,3","libexpat through 2.6.1 allows an XML Entity Expansion attack when there is isolated use of external parsers (created via XML_ExternalEntityParserCreate).","Canonical GT v2 (2026-04-07)"
"CVE-2024-45490","expat","2.4.6","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","source","1,2,3","An issue was discovered in libexpat before 2.6.3. xmlparse.c does not reject a negative length for XML_ParseBuffer.","Canonical GT v2 (2026-04-07)"
"CVE-2024-45491","expat","2.4.6","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","source","1,2,3","An issue was discovered in libexpat before 2.6.3. dtdCopy in xmlparse.c can have an integer overflow for nDefaultAtts on 32-bit platforms (where UINT_MAX equals SIZE_MAX).","Canonical GT v2 (2026-04-07)"
"CVE-2024-45492","expat","2.4.6","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","source","1,2,3","An issue was discovered in libexpat before 2.6.3. nextScaffoldPart in xmlparse.c can have an integer overflow for m_groupSize on 32-bit platforms (where UINT_MAX equals SIZE_MAX).","Canonical GT v2 (2026-04-07)"
"CVE-2024-50602","expat","2.4.6","MEDIUM","5.9","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H","source","1,2,3","An issue was discovered in libexpat before 2.6.4. There is a crash within the XML_ResumeParser function because XML_StopParser can stop/suspend an unstarted parser.","Canonical GT v2 (2026-04-07)"
"CVE-2025-59375","expat","2.4.6","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","source","1,2,3","libexpat in Expat before 2.7.2 allows attackers to trigger large dynamic memory allocations via a small document that is submitted for parsing.","Canonical GT v2 (2026-04-07)"
"CVE-2025-66382","expat","2.4.6","LOW","2.9","CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L","source","1,2,3","In libexpat through 2.7.3, a crafted file with an approximate size of 2 MiB can lead to dozens of seconds of processing time.","Canonical GT v2 (2026-04-07)"
"CVE-2026-24515","expat","2.4.6","LOW","2.9","CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L","source","1,2,3","In libexpat before 2.7.4, XML_ExternalEntityParserCreate does not copy unknown encoding handler user data.","Canonical GT v2 (2026-04-07)"
"CVE-2026-25210","expat","2.4.6","MEDIUM","6.9","CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:L","source","1,2,3","In libexpat before 2.7.4, the doContent function does not properly determine the buffer size bufSize because there is no integer overflow check for tag buffer reallocation.","Canonical GT v2 (2026-04-07)"
"CVE-2026-32777","expat","2.4.6","MEDIUM","4.0","CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L","source","1,2,3","libexpat before 2.7.5 allows an infinite loop while parsing DTD content.","Canonical GT v2 (2026-04-07)"
"CVE-2026-32778","expat","2.4.6","LOW","2.9","CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L","source","1,2,3","libexpat before 2.7.5 allows a NULL pointer dereference in the function setContext on retry after an earlier ouf-of-memory condition.","Canonical GT v2 (2026-04-07)"
"CVE-2018-13785","libpng","1.6.34","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H","source","1,2,3","In libpng 1.6.34, a wrong calculation of row_factor in the png_check_chunk_length function (pngrutil.c) may trigger an integer overflow and resultant divide-by-zero while processing a crafted PNG file","Canonical GT v2 (2026-04-07)"
"CVE-2018-14048","libpng","1.6.34","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H","source","1,2,3","An issue has been found in libpng 1.6.34. It is a SEGV in the function png_free_data in png.c, related to the recommended error handling for png_read_image.","Canonical GT v2 (2026-04-07)"
"CVE-2019-7317","libpng","1.6.34","MEDIUM","5.3","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:H","source","1,2,3","png_image_free in png.c in libpng 1.6.x before 1.6.37 has a use-after-free because png_image_free_function is called under png_safe_execute.","Canonical GT v2 (2026-04-07)"
"CVE-2025-64505","libpng","1.6.34","MEDIUM","6.1","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:H","source","1,2,3","LIBPNG is a reference library for use in applications that read, create, and manipulate PNG (Portable Network Graphics) raster image files. Prior to version 1.6.51, a heap buffer over-read vulnerabili","Canonical GT v2 (2026-04-07)"
